Xl,Yl,Xr,Yr,Al,Ar,A,C,Ok,Distancia(mm)
600,150,300,450,1,0,0,0,0,7.41385
600,150,400,-450,1,1,1,1,1,29.9341
600,150,400,-350,1,1,1,1,1,29.9224
600,150,400,-250,1,1,1,1,1,29.9172
600,150,400,-150,1,1,1,1,1,29.9566
600,150,400,-50,1,1,1,1,1,29.9755
600,150,400,50,1,1,1,1,1,30.2248
600,150,400,150,1,1,1,1,1,29.0299
600,150,400,250,1,1,1,0,0,19.0475
600,150,400,350,1,1,1,0,0,2.4227
600,150,400,450,1,0,0,0,0,2.4227
600,150,500,-450,1,1,1,1,1,29.9618
600,150,500,-350,1,1,1,1,1,29.9166
600,150,500,-250,1,1,1,1,1,29.9821
600,150,500,-150,1,1,1,1,1,29.943
600,150,500,-50,1,1,1,1,1,29.9196
600,150,500,50,1,1,1,1,1,29.9197
600,150,500,150,1,1,1,0,0,11.1406
600,150,500,250,1,1,1,0,0,1.81329
600,150,500,350,1,0,0,0,0,1.81329
600,150,500,450,1,0,0,0,0,1.81329
600,150,600,-450,1,0,0,0,0,1.81329
600,150,600,-350,1,1,1,1,1,29.9941
600,150,600,-250,1,1,1,1,1,29.9681
600,150,600,-150,1,1,1,1,1,29.928
600,150,600,-50,1,1,1,1,1,30.2221
600,150,600,50,1,1,1,1,1,15.4998
600,150,600,150,1,1,1,0,0,0.000122
600,150,600,250,1,0,0,0,0,0.000122
600,150,600,350,1,0,0,0,0,0.000122
600,150,600,450,1,0,0,0,0,0.000122
600,250,200,-450,1,1,1,1,1,29.7465
600,250,200,-350,1,1,1,1,1,30.0131
600,250,200,-250,1,1,1,1,1,29.6701
600,250,200,-150,1,1,1,1,1,30.0323
600,250,200,-50,1,1,1,1,1,29.7523
600,250,200,50,1,1,1,1,1,23.77
600,250,200,150,1,1,1,0,0,3.44856
600,250,200,250,1,1,1,0,0,19.7069
600,250,200,350,1,1,1,1,1,16.022
600,250,200,450,1,1,1,0,0,4.23441
600,250,300,-450,1,1,1,1,1,29.8056
600,250,300,-350,1,1,1,1,1,29.9277
600,250,300,-250,1,1,1,1,1,2.98E+01
600,250,300,-150,1,1,1,1,1,29.7178
600,250,300,-50,1,1,1,1,1,29.7444
600,250,300,50,1,1,1,1,1,29.9485
600,250,300,150,1,1,1,1,1,29.404
600,250,300,250,1,1,1,0,0,17.0313
600,250,300,350,1,1,1,0,0,17.3997
600,250,300,450,1,0,0,0,0,17.3997
600,250,400,-450,1,1,1,1,1,29.6605
600,250,400,-350,1,1,1,1,1,29.6866
600,250,400,-250,1,1,1,1,1,29.7311
600,250,400,-150,1,1,1,1,1,29.6562
600,250,400,-50,1,1,1,1,1,29.6686
600,250,400,50,1,1,1,1,1,29.9572
600,250,400,150,1,1,1,1,1,29.1144
600,250,400,250,1,1,1,0,0,1.44811
600,250,400,350,1,1,1,0,0,6.35043
600,250,400,450,1,0,0,0,0,6.35043
600,250,500,-450,1,1,1,1,1,29.6587
600,250,500,-350,1,1,1,1,1,29.7244
600,250,500,-250,1,1,1,1,1,29.7444
600,250,500,-150,1,1,1,1,1,29.6549
600,250,500,-50,1,1,1,1,1,29.6568
600,250,500,50,1,1,1,1,1,29.701
600,250,500,150,1,1,1,1,1,25.1429
600,250,500,250,1,1,1,0,0,4.81676
600,250,500,350,1,0,0,0,0,4.81676
600,250,500,450,1,0,0,0,0,4.81676
600,250,600,-450,1,0,0,0,0,4.81676
600,250,600,-350,1,1,1,1,1,29.7367
600,250,600,-250,1,1,1,1,1,29.7488
600,250,600,-150,1,1,1,1,1,29.6633
600,250,600,-50,1,1,1,1,1,30.0445
600,250,600,50,1,1,1,1,1,29.1481
600,250,600,150,1,1,1,0,0,9.82512
600,250,600,250,1,0,0,0,0,9.82512
600,250,600,350,1,0,0,0,0,9.82512
600,250,600,450,1,0,0,0,0,9.82512
600,350,200,-450,1,1,1,1,1,29.7274
600,350,200,-350,1,1,1,1,1,30.0124
600,350,200,-250,1,1,1,1,1,29.6758
600,350,200,-150,1,1,1,1,1,30.0589
600,350,200,-50,1,1,1,1,1,29.7684
600,350,200,50,1,1,1,1,1,24.0428
600,350,200,150,1,1,1,0,0,3.62437
600,350,200,250,1,1,1,0,0,19.5748
600,350,200,350,1,1,1,1,1,14.5733
600,350,200,450,1,1,1,0,0,3.45906
600,350,300,-450,1,1,1,1,1,29.7768
600,350,300,-350,1,1,1,1,1,29.9115
600,350,300,-250,1,1,1,1,1,29.8369
600,350,300,-150,1,1,1,1,1,29.7181
600,350,300,-50,1,1,1,1,1,29.7689
600,350,300,50,1,1,1,1,1,29.9939
600,350,300,150,1,1,1,1,1,29.3446
600,350,300,250,1,1,1,0,0,17.9704
600,350,300,350,1,1,1,0,0,16.6313
600,350,300,450,1,0,0,0,0,16.6313
600,350,400,-450,1,1,1,1,1,29.6728
600,350,400,-350,1,1,1,1,1,29.6847
600,350,400,-250,1,1,1,1,1,29.7356
600,350,400,-150,1,1,1,1,1,29.6854
600,350,400,-50,1,1,1,1,1,29.7081
600,350,400,50,1,1,1,1,1,30.0012
600,350,400,150,1,1,1,1,1,29.0494
600,350,400,250,1,1,1,1,1,29.7703
600,350,400,350,1,1,1,0,0,7.57001
600,350,400,450,1,0,0,0,0,7.57001
600,350,500,-450,1,1,1,1,1,29.6911
600,350,500,-350,1,1,1,1,1,29.7248
600,350,500,-250,1,1,1,1,1,29.7687
600,350,500,-150,1,1,1,1,1,29.6748
600,350,500,-50,1,1,1,1,1,29.6732
600,350,500,50,1,1,1,1,1,29.6941
600,350,500,150,1,1,1,1,1,28.9342
600,350,500,250,1,1,1,1,1,27.1852
600,350,500,350,1,0,0,1,0,27.1852
600,350,500,450,1,0,0,1,0,27.1852
600,350,600,-450,1,0,0,1,0,27.1852
600,350,600,-350,1,1,1,1,1,29.7644
600,350,600,-250,1,1,1,1,1,29.77
600,350,600,-150,1,1,1,1,1,29.6759
600,350,600,-50,1,1,1,1,1,30.0587
600,350,600,50,1,1,1,1,1,29.0812
600,350,600,150,1,1,1,1,1,29.6739
600,350,600,250,1,0,0,1,0,29.6739
600,350,600,350,1,0,0,1,0,29.6739
600,350,600,450,1,0,0,1,0,29.6739
600,450,200,-450,0,1,0,1,0,29.7274
600,450,200,-350,0,1,0,1,0,30.0124
600,450,200,-250,0,1,0,1,0,29.6758
600,450,200,-150,0,1,0,1,0,30.0589
600,450,200,-50,0,1,0,1,0,29.7684
600,450,200,50,0,1,0,1,0,24.0428
600,450,200,150,0,1,0,0,0,3.62438
600,450,200,250,0,1,0,0,0,19.5748
600,450,200,350,0,1,0,1,0,14.5733
600,450,200,450,0,1,0,0,0,3.45906
600,450,300,-450,0,1,0,1,0,29.7768
600,450,300,-350,0,1,0,1,0,29.9115
600,450,300,-250,0,1,0,1,0,29.8369
600,450,300,-150,0,1,0,1,0,29.7181
600,450,300,-50,0,1,0,1,0,29.7689
600,450,300,50,0,1,0,1,0,29.9939
600,450,300,150,0,1,0,1,0,29.3446
600,450,300,250,0,1,0,0,0,17.9704
600,450,300,350,0,1,0,0,0,16.6314
600,450,300,450,0,0,0,0,0,16.6314
600,450,400,-450,0,1,0,1,0,29.6728
600,450,400,-350,0,1,0,1,0,29.6847
600,450,400,-250,0,1,0,1,0,29.7356
600,450,400,-150,0,1,0,1,0,29.6854
600,450,400,-50,0,1,0,1,0,29.7081
600,450,400,50,0,1,0,1,0,30.0012
600,450,400,150,0,1,0,1,0,29.0494
600,450,400,250,0,1,0,1,0,29.7703
600,450,400,350,0,1,0,0,0,7.57001
600,450,400,450,0,0,0,0,0,7.57001
600,450,500,-450,0,1,0,1,0,29.6911
600,450,500,-350,0,1,0,1,0,29.7248
600,450,500,-250,0,1,0,1,0,29.7687
600,450,500,-150,0,1,0,1,0,29.6748
600,450,500,-50,0,1,0,1,0,29.6732
600,450,500,50,0,1,0,1,0,29.6941
600,450,500,150,0,1,0,1,0,28.9342
600,450,500,250,0,1,0,1,0,27.1852
600,450,500,350,0,0,0,1,0,27.1852
600,450,500,450,0,0,0,1,0,27.1852
600,450,600,-450,0,0,0,1,0,27.1852
600,450,600,-350,0,1,0,1,0,29.7644
600,450,600,-250,0,1,0,1,0,29.77
600,450,600,-150,0,1,0,1,0,29.6759
600,450,600,-50,0,1,0,1,0,30.0587
600,450,600,50,0,1,0,1,0,29.0812
600,450,600,150,0,1,0,1,0,29.6739
600,450,600,250,0,0,0,1,0,29.6739
600,450,600,350,0,0,0,1,0,29.6739
600,450,600,450,0,0,0,1,0,29.6739
